PHE	TRAIN_RAW	TRAIN_RESID	TRAIN_JOINT	TRAIN_COVAR	TEST_RAW	TEST_RESID	TEST_JOINT	TEST_COVAR
INI25454	0.744507687342	0.570721578329	0.584236817843	0.0311169692435	-0.00482171099435	-0.000750346405647	0.028889576279	0.0296215618513
INI25455	0.730406859902	0.549495613848	0.563099017661	0.0298995543099	0.0212740827949	-0.000245691506896	0.0356441187849	0.0358833019903
INI25456	0.757599475444	0.606070336256	0.625832310707	0.0497435386057	0.0836538737573	0.006216105127	0.0778076987231	0.0720260041665
INI25457	0.737928159671	0.577910454058	0.601229253888	0.054684828393	0.112472204635	0.0142925528026	0.0917477755141	0.0785378943967
INI25458	0.697359505663	0.503055719394	0.520051853895	0.0340587663159	0.0405432986817	0.0013180333633	0.0351753421799	0.033900586266
INI25459	0.733034706039	0.542958995112	0.548350724236	0.0116334295455	0.00549569164998	-0.000652985775985	0.0108594785797	0.011508510161
INI25460	0.728252223082	0.547480223976	0.562203122029	0.0323477784636	0.0566751679007	0.00336564054962	0.039869057374	0.0366161849493
INI25461	0.658440409656	0.450520513412	0.470131388907	0.0354433664729	0.0678295839533	0.00451887007819	0.0256851777882	0.0212538068403
INI25462	0.761417327272	0.593086798083	0.602230024607	0.0221752742223	0.064387125071	0.00306843881291	0.0349432640793	0.031960137889
INI25463	0.755389575349	0.596185681216	0.613317959477	0.0421400521725	0.0581615354893	0.00233804034243	0.046473909908	0.0442299920252
INI25464	0.764784824768	0.642327885675	0.673625293202	0.0872226214991	0.0308871559358	-0.000170404582349	0.0954198639781	0.0955751934817
INI25465	0.757101594822	0.62027650535	0.649879671556	0.0777231942042	0.0721328655516	0.0041019690712	0.0845238584802	0.080746367794
INI25466	0.724815951561	0.567255511596	0.598511105522	0.0717230200566	0.0497125177473	0.00119678550593	0.094982035429	0.0938951264528
INI25467	0.693929467683	0.514137981764	0.544574143264	0.0621588657659	0.042335951557	0.00091443318326	0.0864193004418	0.0855830018024
INI25468	0.766259519494	0.605581304305	0.6172653791	0.0282627928545	0.0473756204779	0.00114311666224	0.0451684372788	0.0440726874239
